item,ABC_group,XYZ_group
sku26999,C,Z
sku11979,C,Z
sku19099,C,Y
sku25901,C,Y
sku18286,C,Z
sku28567,C,Z
sku18808,C,Y
sku17383,C,X
sku3986,C,Z
sku27088,C,Z
sku30428,C,X
sku27735,C,Z
sku30567,C,Z
sku1587,C,X
sku29967,C,Y
sku198,C,X
sku4640,C,X
sku12221,C,X
sku1002,C,Z
sku13411,C,X
sku6793,C,Z
sku17299,C,Z
sku30134,C,Z
sku29403,C,X
sku16014,C,Z
sku14471,C,X
sku9810,C,Z
sku26512,C,Z
sku27283,C,Z
sku313,C,Z
sku22871,C,X
sku17547,C,Y
sku1135,C,Z
sku9138,C,Z
sku22102,C,X
sku17243,C,Z
sku11868,C,Z
sku18662,C,Z
sku10882,C,Z
sku13711,C,Z
sku6110,C,Z
sku9606,C,Z
sku28788,C,Z
sku9160,C,Z
sku24535,C,Z
sku12527,C,Z
sku11091,C,Z
sku12794,C,Z
sku6189,C,X
sku19348,C,Z
sku19271,C,Z
sku28510,C,Z
sku8677,C,X
sku26555,C,Z
sku7785,C,Z
sku13152,C,Z
sku22138,C,X
sku24037,C,Y
sku10488,C,Z
sku1022,C,Z
sku22751,C,Z
sku15266,C,Z
sku3042,C,Z
sku14076,C,Z
sku10594,C,Z
sku21223,C,Z
sku23156,C,Z
sku12813,C,Z
sku4350,C,X
sku15175,C,X
sku15517,C,Z
sku15317,C,Z
sku11668,C,X
sku20752,C,Z
sku14270,C,Y
sku23074,C,X
sku4087,C,Z
sku29700,C,Z
sku7177,C,Z
sku7951,C,Z
sku20680,C,Z
sku26392,C,X
sku20982,C,X
sku12351,C,Z
sku14342,C,X
sku24066,C,Z
sku2020,C,Z
sku5868,C,Z
sku19428,C,Z
sku7170,C,X
sku5067,C,Z
sku18686,C,Z
sku15360,C,X
sku10788,C,Z
sku20562,C,Y
sku22768,C,Z
sku14025,C,Z
sku21734,C,Z
sku9705,C,Z
sku16091,C,X
sku4706,C,Z
sku4835,C,X
sku9902,C,Z
sku6221,C,Z
sku23992,C,Z
sku25793,C,Z
sku28033,C,X
sku11461,C,Z
sku10889,C,X
sku18384,C,Z
sku3098,C,Z
sku17529,C,Z
sku25017,C,Z
sku7741,C,Z
sku27686,C,Z
sku22036,C,Z
sku16585,C,Z
sku18728,C,Z
sku7986,C,X
sku27473,C,Z
sku11365,C,Z
sku19113,C,Y
sku4284,C,Z
sku22419,C,Z
sku19846,C,X
sku3900,C,X
sku17721,C,Z
sku5235,C,Z
sku11586,C,Z
sku20891,C,Z
sku25532,C,Y
sku9863,C,X
sku13347,C,X
sku16881,C,Z
sku15176,C,Z
sku22603,C,Z
sku11092,C,Z
sku16061,C,X
sku12759,C,X
sku13482,C,X
sku2569,C,Z
sku16574,C,X
sku2392,C,X
sku13999,C,Z
sku23127,C,Z
sku27110,C,X
sku6258,C,Z
sku29111,C,Z
sku26041,C,Z
sku14961,C,Z
sku10353,C,Z
sku22586,C,Z
sku29718,C,Z
sku3641,C,Z
sku2788,C,Z
sku26342,C,Z
sku2457,C,X
sku17109,C,Z
sku29654,C,Z
sku8916,C,X
sku15456,C,Z
sku28269,C,Z
sku13835,C,Z
sku3638,C,Z
sku14091,C,Z
sku29912,C,Z
sku1488,C,Z
sku3092,C,Z
sku377,C,Z
sku23422,C,X
sku13192,C,Z
sku30336,C,Z
sku18998,C,X
sku11168,C,Z
sku27645,C,X
sku6605,C,Z
sku476,C,X
sku18093,C,Z
sku10459,C,X
sku13790,C,Z
sku21344,C,Z
sku27026,C,Z
sku14304,C,Z
sku19480,C,X
sku17804,C,X
sku3957,C,Z
sku30458,C,Z
sku5495,C,Z
sku14327,C,X
sku27485,C,Z
sku30019,C,Z
sku19684,C,Z
sku15303,C,X
sku15013,C,Z
sku29686,C,Z
sku11783,C,X
sku22607,C,Y
sku12480,C,Z
sku29257,C,Z
sku17170,C,X
sku5122,C,Z
sku25574,C,Z
sku7160,C,Z
sku17656,C,Z
sku12811,C,Z
sku13822,C,X
sku3514,C,X
sku9528,C,Z
sku25293,C,Z
sku9901,C,Z
sku12448,C,Z
sku15852,C,Z
sku7057,C,Z
sku21807,C,Z
sku27959,C,Z
sku12317,C,Z
sku11963,C,X
sku20929,C,Z
sku23401,C,X
sku23805,C,X
sku28971,C,X
sku6215,C,Z
sku1141,C,Z
sku28791,C,Z
sku17004,C,Z
sku19849,C,X
sku13895,C,Z
sku2128,C,Z
sku5621,C,X
sku8050,C,Z
sku15,C,Z
sku536,C,Z
sku9800,C,X
sku6480,C,Y
sku28098,C,X
sku29421,C,Z
sku16900,C,Z
sku10382,C,Z
sku8981,C,Z
sku25182,C,X
sku5870,C,Z
sku22858,C,Z
sku23860,C,Z
sku5951,C,Z
sku14435,C,Z
sku19758,C,Z
sku29507,C,Z
sku13967,C,X
sku2951,C,Z
sku29410,C,Z
sku15491,C,Z
sku16283,C,Z
sku13255,C,Z
sku29184,C,X
sku8246,C,X
sku23136,C,X
sku13319,C,Z
sku15771,C,X
sku25498,C,Z
sku23866,C,Z
sku21367,C,Z
sku3015,C,Z
sku9577,C,Z
sku10923,C,X
sku10225,C,Z
sku21269,C,X
sku1485,C,X
sku20831,C,Z
sku1092,C,Z
sku18704,C,Z
sku22798,C,Z
sku23373,C,Z
sku18646,C,X
sku21141,C,X
sku17188,C,Z
sku8085,C,Z
sku9988,C,Z
sku20187,C,Z
sku9728,C,Z
sku20244,C,Z
sku7107,C,Z
sku27312,C,Z
sku21593,C,X
sku14059,C,Z
sku28308,C,X
sku27125,C,Z
sku2670,C,Z
sku28522,C,Z
sku20224,C,Z
sku12590,C,Z
sku18955,C,Z
sku25025,C,Z
sku9334,C,Z
sku8628,C,Z
sku15836,C,Z
sku12120,C,Z
sku15094,C,Z
sku4755,C,X
sku11410,C,Z
sku10055,C,Z
sku10114,C,Z
sku16961,C,Z
sku943,C,Z
sku2177,C,Z
sku15505,C,X
sku721,C,Z
sku29924,C,Z
sku25385,C,Z
sku25132,C,X
sku27577,C,Z
sku25681,C,Y
sku22158,C,Z
sku923,C,Z
sku6187,C,Z
sku18870,C,Z
sku9382,C,Z
sku30482,C,Z
sku14256,C,X
sku24577,C,Z
sku21416,C,Z
sku29212,C,Z
sku17156,C,Z
sku987,C,Z
sku5448,C,Z
sku22204,C,X
sku22528,C,X
sku24559,C,X
sku3739,C,Z
sku26541,C,Z
sku22462,C,X
sku30323,C,Y
sku9230,C,Z
sku25210,C,Z
sku29944,C,Z
sku27359,C,Z
sku18211,C,Y
sku8271,C,Z
sku15622,C,X
sku8466,C,Z
sku2817,C,X
sku20342,C,Z
sku27562,C,Z
sku8951,C,Z
sku26748,C,X
sku7673,C,X
sku15863,C,Z
sku1441,C,X
sku26720,C,Z
sku27995,C,Z
sku29550,C,X
sku20055,C,Z
sku16084,C,Z
sku17191,C,Z
sku10835,C,Z
sku24057,C,Z
sku29544,C,X
sku8970,C,X
sku19381,C,Z
sku21494,C,Z
sku7959,C,Z
sku21576,C,Z
sku23546,C,Z
sku7355,C,X
sku15614,C,Z
sku24671,C,Z
sku3101,C,Z
sku7939,C,Z
sku29825,C,X
sku7801,C,Z
sku13376,C,Z
sku4715,C,Z
sku12328,C,Z
sku17606,C,Z
sku27262,C,Z
sku16478,C,Z
sku18251,C,Z
sku16804,C,Y
sku10578,C,Y
sku10107,C,Z
sku11892,C,Y
sku4717,C,Z
sku29758,C,X
sku15911,C,Z
sku23283,C,Z
sku11530,C,Z
sku14749,C,Z
sku19155,C,X
sku17822,C,Y
sku23969,C,Z
sku28505,C,Z
sku16375,C,Z
sku30079,C,Z
sku5532,C,X
sku9992,C,Z
sku12571,C,Z
sku23470,C,Z
sku19629,C,X
sku8698,C,X
sku8153,C,Z
sku15502,C,Z
sku16756,C,Z
sku1584,C,X
sku19394,C,Z
sku4063,C,X
sku18021,C,X
sku27105,C,Z
sku2826,C,Z
sku20349,C,Y
sku14943,C,Z
sku19931,C,X
sku13000,C,X
sku18110,C,Z
sku28596,C,Z
sku1766,C,Z
sku23835,C,Z
sku15350,C,Z
sku22868,C,Y
sku1043,C,Z
sku20266,C,Z
sku27827,C,Z
sku9993,C,Z
sku5269,C,Z
sku21274,C,Z
sku5368,C,Z
sku7303,C,Z
sku14510,C,X
sku4590,C,X
sku2694,C,Z
sku19031,C,Z
sku29121,C,Z
sku9883,C,Z
sku28241,C,Z
sku11916,C,Z
sku17456,C,Y
sku6241,C,Z
sku10824,C,Z
sku19485,C,X
sku20777,C,Z
sku2252,C,Z
sku11931,C,X
sku30194,C,Z
sku26258,C,Z
sku15289,C,Z
sku5451,C,X
sku2214,C,X
sku6879,C,Z
sku1756,C,X
sku8535,C,Z
sku9561,C,Z
sku26012,C,Z
sku25694,C,Z
sku13945,C,Y
sku30298,C,Z
sku3451,C,Z
sku24258,C,X
sku2445,C,Z
sku30580,C,X
sku26739,C,Z
sku7715,C,X
sku8162,C,Z
sku13521,C,Z
sku9240,C,Y
sku22474,C,Z
sku30087,C,Z
sku2212,C,Z
sku28620,C,Z
sku18372,C,Z
sku21136,C,X
sku2133,C,X
sku24704,C,X
sku28167,C,Z
sku12696,C,Z
sku26885,C,X
sku15229,C,Z
sku22251,C,Z
sku21940,C,Z
sku17446,C,Z
sku24210,C,Z
sku5938,C,Z
sku5280,C,Z
sku7136,C,Z
sku7980,C,Z
sku3829,C,Z
sku7418,C,Z
sku5570,C,X
sku24131,C,Z
sku23808,C,Z
sku24864,C,X
sku4653,C,Z
sku2134,C,Z
sku1755,C,Y
sku18687,C,X
sku3114,C,Z
sku16914,C,Z
sku17144,C,X
sku24649,C,X
sku5121,C,X
sku13784,C,Z
sku16747,C,X
sku7970,C,X
sku24594,C,Z
sku28444,C,Z
sku54,C,Z
sku2555,C,Z
sku8610,C,Z
sku23697,C,Z
sku12058,C,Z
sku11121,C,X
sku2329,C,Z
sku11588,C,Z
sku6498,C,Z
sku23665,C,Z
sku25287,C,Z
sku18176,C,Z
sku24553,C,Z
sku16164,C,X
sku6975,C,Z
sku16116,C,Z
sku5326,C,Z
sku26334,C,Z
sku12188,C,X
sku18061,C,Z
sku25138,C,Z
sku6797,C,Z
sku1841,C,Z
sku29906,C,Z
sku17208,C,Z
sku18006,C,Z
sku7953,C,X
sku20284,C,Z
sku25425,C,Z
sku9812,C,Y
sku6493,C,Z
sku5052,C,X
sku15432,C,X
sku10140,C,Z
sku24624,C,Z
sku7529,C,Z
sku27620,C,X
sku27007,C,Z
sku18935,C,X
sku1935,C,Z
sku2940,C,Z
sku9122,C,X
sku2518,C,Z
sku23528,C,X
sku8390,C,Z
sku14693,C,Z
sku7795,C,Z
sku6063,C,Z
sku17949,C,Z
sku30232,C,X
sku22182,C,Z
sku28365,C,Z
sku9290,C,X
sku5104,C,Z
sku29009,C,Z
sku27819,C,Z
sku9600,C,Z
sku26942,C,X
sku25495,C,X
sku21300,C,Z
sku17886,C,X
sku6603,C,X
sku2876,C,Z
sku30178,C,Y
sku9674,C,Z
sku22679,C,Z
sku23435,C,Z
sku11421,C,Z
sku8307,C,Z
sku14112,C,Z
sku5735,C,Z
sku3654,C,Z
sku3400,C,X
sku11594,C,X
sku2914,C,X
sku469,C,X
sku15709,C,Z
sku23277,C,Z
sku19267,C,X
sku14580,C,Z
sku22338,C,X
sku12065,C,Z
sku8499,C,Z
sku5078,C,Z
sku1181,C,Z
sku29301,C,Z
sku23643,C,Z
sku26025,C,Z
sku25165,C,X
sku11874,C,X
sku28135,C,Z
sku9002,C,Z
sku5568,C,Z
sku4652,C,Z
sku25779,C,Z
sku22033,C,Z
sku30508,C,X
sku20769,C,Z
sku15664,C,X
sku27229,C,Z
sku21793,C,Z
sku11503,C,Y
sku19607,C,Z
sku17364,C,Z
sku7477,C,X
sku14584,C,Z
sku10174,C,Z
sku5932,C,Z
sku24478,C,X
sku15260,C,X
sku6927,C,Z
sku14935,C,Z
sku2654,C,X
sku1164,C,Z
sku16103,C,Z
sku14757,C,Z
sku24879,C,Z
sku286,C,Z
sku17544,C,Z
sku11007,C,X
sku21732,C,X
sku6672,C,X
sku28250,C,Z
sku7362,C,Z
sku20489,C,Z
sku15019,C,Z
sku18912,C,Z
sku8756,C,Z
sku25199,C,Y
sku18599,C,Z
sku22705,C,Z
sku27992,C,Z
sku4813,C,X
sku17468,C,X
sku14013,C,Z
sku8300,C,Z
sku18524,C,X
sku3307,C,Y
sku17559,C,Z
sku24744,C,Z
sku13331,C,X
sku21045,C,X
sku11633,C,Z
sku23752,C,Z
sku16356,C,Z
sku28481,C,Z
sku16696,C,Z
sku17469,C,Z
sku11229,C,Z
sku20786,C,Z
sku837,C,X
sku16442,C,Z
sku1208,C,Z
sku22452,C,X
sku21232,C,X
sku13615,C,Z
sku24095,C,Z
sku7094,C,Z
sku7772,C,Z
sku27748,C,Z
sku20639,C,Y
sku4641,C,Z
sku12295,C,Z
sku22456,C,Z
sku10865,C,Z
sku16979,C,Z
sku26713,C,Z
sku25124,C,Z
sku25345,C,X
sku23506,C,X
sku10290,C,Z
sku18272,C,Y
sku287,C,Z
sku4744,C,Z
sku10892,C,Z
sku6779,C,Z
sku12184,C,Z
sku13746,C,Z
sku22181,C,Z
sku627,C,X
sku14911,C,Z
sku15040,C,X
sku1544,C,Z
sku29327,C,Z
sku18007,C,Z
sku13273,C,Z
sku12109,C,Z
sku9041,C,Z
sku17988,C,X
sku10032,C,Z
sku18551,C,Z
sku21547,C,Z
sku18953,C,X
sku6262,C,Y
sku5110,C,X
sku9394,C,Z
sku5512,C,Z
sku11469,C,X
sku14889,C,X
sku30397,C,Z
sku880,C,X
sku26747,C,Z
sku19949,C,Z
sku545,C,Z
sku27412,C,Z
sku18831,C,Z
sku19841,C,Y
sku10016,C,Y
sku14103,C,Y
sku1615,C,Z
sku27313,C,Z
sku24194,C,Z
sku24654,C,Z
sku15039,C,Z
sku3969,C,Z
sku22017,C,X
sku63,C,Z
sku13338,C,Z
sku21803,C,Z
sku3270,C,Z
sku17532,C,Z
sku11359,C,Z
sku30266,C,X
sku16997,C,Z
sku10233,C,Z
sku1784,C,Z
sku3633,C,Z
sku26360,C,Z
sku3651,C,Z
sku17282,C,Z
sku2917,C,Z
sku26064,C,Z
sku4722,C,Z
sku12288,C,X
sku4395,C,Z
sku27916,C,Z
sku11048,C,Z
sku5993,C,X
sku19130,C,Z
sku24110,C,Z
sku15957,C,Z
sku4175,C,Z
sku1821,C,Z
sku1745,C,Z
sku29543,C,X
sku2111,C,Z
sku14542,C,X
sku23196,C,Z
sku6554,C,Z
sku4428,C,Z
sku22783,C,Z
sku2554,C,Z
sku24380,C,Z
sku21152,C,Z
sku14729,C,Z
sku20801,C,Z
sku8689,C,X
sku14501,C,Z
sku26633,C,Z
sku16936,C,Z
sku2626,C,X
sku16157,C,Z
sku14535,C,X
sku22752,C,Y
sku8616,C,X
sku1103,C,Z
sku18879,C,Z
sku7838,C,Z
sku14787,C,Z
sku11357,C,Z
sku7261,C,Z
sku15241,C,Z
sku30225,C,Z
sku4866,C,Z
sku6442,C,Z
sku2677,C,Z
sku13928,C,Z
sku22764,C,X
sku5639,C,Z
sku10730,C,Z
sku25295,C,Z
sku11373,C,Z
sku22073,C,Z
sku10756,C,Z
sku29248,C,Z
sku20671,C,Z
sku1284,C,Z
sku3487,C,Z
sku3571,C,Z
sku7484,C,Y
sku19103,C,Z
sku27883,C,X
sku20863,C,Z
sku7106,C,Z
sku24924,C,Z
sku21761,C,X
sku16325,C,X
sku22269,C,Z
sku26671,C,X
sku23567,C,Z
sku1688,C,X
sku10243,C,X
sku17291,C,Z
sku13356,C,Z
sku19795,C,Z
sku26846,C,Z
sku13638,C,X
sku7258,C,Z
sku30164,C,Y
sku5473,C,Z
sku1732,C,Z
sku10047,C,X
sku23694,C,X
sku4859,C,Z
sku21471,C,X
sku7528,C,Z
sku19435,C,Z
sku5789,C,Z
sku18438,C,Z
sku5376,C,Z
sku14055,C,Z
sku26328,C,Z
sku29491,C,Z
sku4820,C,Z
sku15214,C,X
sku16595,C,Z
sku1258,C,Z
sku29707,C,Z
sku19936,C,Z
sku1596,C,Z
sku20129,C,X
sku15873,C,Z
sku24628,C,Z
sku28434,C,Z
sku11345,C,Z
sku29203,C,Z
sku25365,C,X
sku23013,C,Z
sku11378,C,Z
sku29993,C,Z
sku20085,C,Z
sku26769,C,Z
sku22895,C,Z
sku12181,C,Z
sku29601,C,Y
sku4728,C,Z
sku21317,C,Z
sku7846,C,Z
sku27339,C,X
sku27857,C,Z
sku751,C,Z
sku15460,C,Z
sku8323,C,Z
sku26103,C,Y
sku7748,C,X
sku12567,C,Z
sku683,C,Y
sku17335,C,Y
sku5645,C,Z
sku27389,C,X
sku10875,C,Z
sku2760,C,Y
sku23202,C,Z
sku21578,C,Z
sku11132,C,Z
sku15376,C,Z
sku22718,C,Z
sku28064,C,X
sku13664,C,Z
sku22446,C,Z
sku6814,C,Z
sku19246,C,Z
sku7527,C,Z
sku8046,C,Z
sku16243,C,Z
sku13245,C,Z
sku27078,C,Z
sku29359,C,X
sku10878,C,Z
sku27108,C,Z
sku27966,C,Z
sku25475,C,Z
sku13804,C,X
sku22229,C,Y
sku21111,C,Z
sku6587,C,Z
sku7950,C,Z
sku25830,C,Z
sku29515,C,Z
sku19319,C,Z
sku30562,C,Z
sku24858,C,Z
sku11274,C,Z
sku22534,C,Z
sku11462,C,Z
sku23076,C,Z
sku3539,C,X
sku20306,C,Z
sku24149,C,X
sku22472,C,Z
sku1857,C,Z
sku21878,C,Z
sku3304,C,Z
sku24071,C,X
sku11193,C,Z
sku22058,C,Z
sku25259,C,Z
sku30390,C,X
sku12938,C,X
sku13145,C,X
sku12013,C,X
sku21884,C,X
sku2606,C,Z
sku21853,C,Z
sku21689,C,Z
sku4530,C,Z
sku11150,C,Z
sku29175,C,Z
sku9642,C,Z
sku26038,C,Z
sku30056,C,Z
sku25579,C,X
sku13911,C,Z
sku12416,C,Z
sku16026,C,Z
sku16899,C,Z
sku25651,C,Z
sku18068,C,Z
sku22294,C,Z
sku15160,C,Z
sku27217,C,Z
sku25456,C,Z
sku7154,C,Z
sku2382,C,Z
sku28415,C,Z
sku28920,C,Z
sku30517,C,Z
sku22428,C,Y
sku22487,C,Z
sku6233,C,Z
sku13049,C,Z
sku22263,C,Z
sku21170,C,Z
sku27260,C,Z
sku5,C,X
sku7419,C,Z
sku16894,C,Z
sku14564,C,Z
sku10145,C,Z
sku16105,C,Z
sku29735,C,X
sku12593,C,Z
sku20665,C,Z
sku11517,C,Z
sku5147,C,Z
sku27656,C,Z
sku996,C,Z
sku30303,C,Y
sku20802,C,X
sku2480,C,X
sku23813,C,X
sku29785,C,X
sku12397,C,Z
sku1338,C,X
sku21706,C,Y
sku27227,C,X
sku6926,C,X
sku24782,C,X
sku18586,C,X
sku27742,C,X
sku58,C,X
sku308,C,Z
sku21746,C,X
sku20902,C,X
sku18911,C,Z
sku19454,C,X
sku860,C,Z
sku19562,C,X
sku4378,C,X
sku11964,C,Z
sku7549,C,X
sku21762,C,X
sku11793,C,Z
sku28810,C,Z
sku17419,C,Z
sku15067,C,Z
sku22392,C,Z
sku25244,C,X
sku6471,C,X
sku2053,C,X
sku28665,C,Z
sku5501,C,Y
sku27772,C,Z
sku23092,C,Z
sku681,C,Z
sku14084,C,Z
sku14507,C,Z
sku2353,C,X
sku18043,C,Z
sku22115,C,Z
sku22545,C,X
sku16380,C,Z
sku10663,C,Z
sku5567,C,Z
sku1432,C,Z
sku28055,C,Z
sku27111,C,X
sku13914,C,Z
sku15416,C,X
sku14601,C,Z
sku7153,C,Z
sku916,C,X
sku20896,C,X
sku2493,C,Y
sku25452,C,Y
sku20844,C,Z
sku16625,C,Z
sku28783,C,Z
sku19549,C,X
sku25577,C,Z
sku6104,C,Z
sku13099,C,Z
sku18901,C,Z
sku4372,C,X
sku13158,C,Z
sku8009,C,Z
sku2657,C,Z
sku10987,C,Z
sku30169,C,X
sku27128,C,Z
sku14622,C,Z
sku3895,C,Z
sku30466,C,Z
sku2636,C,Z
sku5410,C,Z
sku5391,C,Z
sku20095,C,Z
sku11838,C,Z
sku22964,C,X
sku27455,C,Z
sku27368,C,Z
sku2714,C,X
sku7830,C,Z
sku15031,C,Z
sku26257,C,X
sku18758,C,Z
sku21811,C,Y
sku3046,C,Z
sku13375,C,Z
sku16505,C,Z
sku1595,C,Z
sku10503,C,Y
sku14427,C,Z
sku13772,C,X
sku4793,C,X
sku14224,C,Z
sku24204,C,Z
sku9806,C,X
sku24150,C,Z
sku27198,C,X
sku16369,C,Z
sku17174,C,Z
sku21768,C,Z
sku10612,C,Z
sku102,C,Z
sku16575,C,Z
sku9707,C,Z
sku6504,C,Z
sku11936,C,Z
sku6295,C,Z
sku16266,C,X
sku9738,C,Z
sku24885,C,Z
sku8399,C,Z
sku9677,C,Z
sku28841,C,X
sku28834,C,X
sku23350,C,Z
sku20590,C,Z
sku18175,C,Z
sku20640,C,Z
sku23286,C,Z
sku30220,C,Z
sku4587,C,Z
sku26219,C,Z
sku9518,C,Z
sku5946,C,Z
sku26896,C,Z
sku22193,C,Z
sku4279,C,Y
sku26434,C,Z
sku14552,C,Z
sku25621,C,Z
sku5533,C,Y
sku14674,C,Z
sku26941,C,Z
sku27061,C,X
sku28909,C,X
sku6179,C,Z
sku884,C,Z
sku1223,C,Z
sku1703,C,Z
sku4517,C,Z
sku20691,C,Y
sku20966,C,Z
sku14991,C,Z
sku8891,C,Z
sku9141,C,Z
sku20575,C,Z
sku18281,C,Z
sku19915,C,Z
sku30516,C,Y
sku23088,C,Y
sku13060,C,Z
sku19021,C,Y
sku15251,C,Z
sku6426,C,Y
sku4240,C,X
sku11325,C,Z
sku12126,C,Z
sku29761,C,Z
sku6435,C,X
sku5259,C,Z
sku29011,C,Y
sku14064,C,Z
sku4473,C,Z
sku25189,C,Z
sku1218,C,Y
sku5974,C,Z
sku1886,C,Z
sku19616,C,X
sku16085,C,X
sku29845,C,X
sku22514,C,X
sku14994,C,X
sku30156,C,X
sku14728,C,X
sku24622,C,X
sku17320,C,X
sku29720,C,X
sku22567,C,X
sku4556,C,Z
sku19582,C,X
sku10393,C,X
sku7283,C,Z
sku23635,C,X
sku10199,C,Z
sku4709,C,Z
sku28695,C,Z
sku11896,C,Z
sku27996,C,Z
sku2718,C,Z
sku2362,C,Z
sku3236,C,Z
sku22592,C,X
sku9146,C,Z
sku632,C,Z
sku7340,C,Z
sku28483,C,X
sku28038,C,X
sku28518,C,Z
sku29457,C,Z
sku17868,C,Z
sku10251,C,Z
sku28573,C,X
sku5397,C,Z
sku10293,C,Y
sku5178,C,Z
sku6622,C,Y
sku10160,C,Z
sku15693,C,Z
sku15496,C,X
sku5209,C,X
sku16631,C,Z
sku13630,C,Z
sku15048,C,Z
sku29275,C,Z
sku2593,C,Z
sku170,C,X
sku12201,C,Z
sku29499,C,Z
sku22638,C,Z
sku3730,C,Z
sku14816,C,Z
sku21439,C,Z
sku21728,C,Z
sku3120,C,Z
sku10664,C,Z
sku19746,C,Z
sku11713,C,Z
sku28603,C,Z
sku5000,C,X
sku20107,C,Z
sku15837,C,Z
sku7909,C,Z
sku2297,C,X
sku7819,C,Z
sku5325,C,Z
sku8210,C,Z
sku3331,C,Z
sku23101,C,Z
sku15150,C,X
sku15358,C,Z
sku625,C,Z
sku27375,C,X
sku22080,C,Z
sku12003,C,Z
sku27246,C,Z
sku12986,C,Z
sku15156,C,Z
sku2532,C,Z
sku11113,C,Z
sku23624,C,Z
sku8711,C,X
sku29269,C,X
sku27089,C,Z
sku2061,C,Z
sku18,C,X
sku690,C,Y
sku3891,C,Z
sku896,C,Z
sku216,C,Z
sku20295,C,X
sku8492,C,Z
sku4483,C,Z
sku2313,C,Z
sku26178,C,Z
sku26707,C,X
sku10322,C,Z
sku2258,C,Z
sku19575,C,Z
sku21568,C,X
sku7677,C,Z
sku22489,C,Z
sku1199,C,Z
sku6529,C,Z
sku19472,C,X
sku23562,C,Z
sku3882,C,Z
sku10956,C,Z
sku24555,C,Z
sku22506,C,Z
sku12324,C,Y
sku21875,C,X
sku2802,C,X
sku20205,C,Z
sku23731,C,X
sku24161,C,X
sku14183,C,X
sku8824,C,Z
sku19346,C,X
sku15185,C,Z
sku9776,C,Z
sku21929,C,Z
sku24549,C,Z
sku14325,C,X
sku15996,C,Z
sku5975,C,Z
sku7615,C,Z
sku6895,C,Z
sku21869,C,X
sku19886,C,X
sku7089,C,Z
sku4927,C,Y
sku25046,C,Z
sku12348,C,Z
sku26520,C,Z
sku1979,C,X
sku28309,C,Z
sku27970,C,X
sku25439,C,Z
sku9446,C,Z
sku10817,C,Z
sku16737,C,Z
sku25041,C,Z
sku13139,C,X
sku5666,C,Z
sku27681,C,Z
sku18823,C,Z
sku16607,C,Z
sku23275,C,Y
sku23425,C,Z
sku13468,C,X
sku2726,C,X
sku18564,C,X
sku4415,C,Y
sku15078,C,X
sku2378,C,X
sku1243,C,X
sku20072,C,Z
sku3146,C,X
sku22227,C,Z
sku16302,C,Z
sku30168,C,X
sku11401,C,X
sku24895,C,X
sku24109,C,X
sku27693,C,X
sku706,C,Z
sku15746,C,X
sku1271,C,X
sku24420,C,X
sku8876,C,X
sku28468,C,Z
sku27697,C,X
sku23164,C,X
sku26486,C,Z
sku24893,C,Y
sku24464,C,Z
sku23413,C,Z
sku12059,C,Z
sku105,C,X
sku2278,C,Z
sku4340,C,Z
sku28989,C,Z
sku14559,C,X
sku6027,C,X
sku2674,C,Z
sku19122,C,Z
sku20190,C,Z
sku22001,C,Z
sku8569,C,Z
sku1635,C,Z
sku25059,C,X
sku27082,C,Z
sku29401,C,Z
sku11032,C,Y
sku10341,C,Z
sku27286,C,Z
sku30058,C,Y
sku1416,C,X
sku17832,C,Z
sku21845,C,X
sku26216,C,Z
sku714,C,Z
sku1673,C,Z
sku18672,C,X
sku16907,C,Z
sku4394,C,Z
sku20853,C,Z
sku7096,C,Z
sku28214,C,Z
sku8955,C,Z
sku11993,C,Z
sku15262,C,Z
sku12219,C,Z
sku25109,C,X
sku10454,C,Z
sku4519,C,Z
sku25569,C,X
sku28224,C,Z
sku21068,C,Z
sku17402,C,X
sku25889,C,Z
sku3964,C,Z
sku25560,C,Z
sku19776,C,Z
sku23137,C,Z
sku9391,C,Z
sku3851,C,Z
sku3466,C,X
sku30062,C,Z
sku9173,C,X
sku73,C,Z
sku7691,C,Z
sku26735,C,Z
sku14136,C,Z
sku2588,C,Z
sku9565,C,Z
sku9178,C,Z
sku20901,C,Z
sku5911,C,Z
sku11416,C,Z
sku29472,C,X
sku13349,C,X
sku1834,C,Z
sku9452,C,X
sku23519,C,X
sku17443,C,X
sku8674,C,Z
sku29445,C,Z
sku26987,C,Z
sku7288,C,Z
sku18864,C,Z
sku16441,C,X
sku14009,C,X
sku15494,C,Y
sku21519,C,Z
sku7499,C,Y
sku17103,C,Z
sku2039,C,Z
sku8343,C,Z
sku23931,C,X
sku22632,C,Z
sku4576,C,Z
sku24306,C,Z
sku25690,C,Z
sku24764,C,X
sku14972,C,Z
sku22114,C,Z
sku5765,C,X
sku9203,C,Z
sku22968,C,Z
sku14073,C,Z
sku5019,C,Z
sku12144,C,Z
sku5425,C,Z
sku19166,C,Z
sku3816,C,Z
sku12837,C,Z
sku25649,C,Z
sku15506,C,Z
sku28354,C,Z
sku68,C,Z
sku18591,C,Z
sku19663,C,X
sku30144,C,Z
sku4114,C,X
sku17597,C,Z
sku14907,C,Z
sku9459,C,Z
sku24970,C,Z
sku14244,C,Z
sku4048,C,Z
sku4375,C,Z
sku28918,C,Z
sku28611,C,X
sku15802,C,Z
sku3558,C,X
sku881,C,X
sku3531,C,X
sku1817,C,Z
sku5499,C,Z
sku3906,C,Z
sku10064,C,Z
